review,sentiment,processed_text
"I loved KOLCHAK: THE NIGHT STALKER since I saw it on the night it premiered on September 13, 1974. I loved the monsters which seemed scary at the time and the cool music by Gil Melle (hey, where's the soundtrack guys?) and have often thought about what makes this show work for me so completely and have finally concluded that the reason it endures when many others do not is one simple, important element it has that almost no other scary show seems to have and that is a main character that most people can relate to on an everyday level. When Darren McGavin's Carl Kolchak starts to discover odd situations, he reacts like most people would. He finds them odd and as he gets closer to danger, he is frightened, even if he knows he must move forward to try to defeat whichever menace is being showcased in that episode. It's rare that he is brave enough to stand up against some superior supernatural force. He's usually set a trap and is hiding or waiting in the wings to see if it works. Sometimes, he seems as surprised that he managed to defeat a foe as we are. In one episode, he goes to find a monster in a sewer but when he first sees it, he runs to get out of there but is trapped so reluctantly, he must go back and defend himself. He's heroic because he is willing to do things most of us probably wouldn't do but that doesn't mean he probably wouldn't much rather someone else did it instead of him. He's a regular guy, doing a job, trying to make a buck, not a monster-hunter. He just gets wrapped up in things involving the supernatural, which he has an interest in but he doesn't want to be hurt or killed anymore than any of the rest of us do. If his plan to defeat the creature didn't work, you will often see him running for his life to get away from it, which is of course what I would do in the situation. That's why I was often watching the climax of the shows through my fingers as a kid. Kolchak was likable and you cared if something bad happened to him. You were scared for him and for the other characters too. The producers and writers obviously knew that anyone can create a monster suit, scary music and direct a suspenseful scene but it's all for naught if you don't care about the characters. Darren McGavin said that the reason why the show only lasted on season was because he got tired of doing a ""monster of the week"" show and he decided not to continue. I can tell you I mourned when this show was canceled when I was a kid but, as an adult, I can see why it couldn't go on in that formula for very long. I still love the 20 episodes and two movies that starred McGavin as the bumbling, determined and brusk but good-hearted reporter for the INS, known as Carl Kolchak. I seriously doubt anyone who makes shows or movies will ever really understand why I loved the show. It's not the monsters, darkly-lit sets, creepy music or goofy guest stars, although they are all vital ingredients. The secret to it's success is right there in the title - ""Kolchak: The Night Stalker"". Without McGavin's lovable, bumbling Carl Kolchak to root for and to care for, then it just ain't a Night Stalker.",positive,i love kolchak the night stalker since i saw it on the night it premier on september i love the monsters which seem scary at the time and the cool music by gil melle hey where the soundtrack guy and have often think about what make this show work for me so completely and have finally conclude that the reason it endure when many others do not be one simple important element it have that almost no other scary show seem to have and that be a main character that most people can relate to on an everyday level when darren mcgavin carl kolchak start to discover odd situations he react like most people would he find them odd and as he get closer to danger he be frighten even if he know he must move forward to try to defeat whichever menace be be showcased in that episode it rare that he be brave enough to stand up against some superior supernatural force he usually set a trap and be hide or wait in the wing to see if it work sometimes he seem as surprise that he manage to defeat a foe as we be in one episode he go to find a monster in a sewer but when he first see it he run to get out of there but be trap so reluctantly he must go back and defend himself he heroic because he be will to do things most of us probably would do but that do mean he probably would much rather someone else do it instead of him he a regular guy do a job try to make a buck not a he just get wrap up in things involve the supernatural which he have an interest in but he do want to be hurt or kill anymore than any of the rest of us do if his plan to defeat the creature do work you will often see him run for his life to get away from it which be of course what i would do in the situation that why i be often watch the climax of the show through my finger as a kid kolchak be likable and you care if something bad happen to him you be scar for him and for the other character too the producers and writers obviously know that anyone can create a monster suit scary music and direct a suspenseful scene but it all for naught if you do care about the character darren mcgavin say that the reason why the show only last on season be because he get tire of do a monster of the week show and he decide not to continue i can tell you i mourn when this show be cancel when i be a kid but as an adult i can see why it could go on in that formula for very long i still love the episodes and two movies that star mcgavin as the bumble determine and brusk but reporter for the ins know as carl kolchak i seriously doubt anyone who make show or movies will ever really understand why i love the show it not the monsters set creepy music or goofy guest star although they be all vital ingredients the secret to it success be right there in the title kolchak the night stalker without mcgavin lovable bumble carl kolchak to root for and to care for then it just ai a night stalker
"Wow. I thought, Eskimo Limon was the most awful and embarrassing first-sex movie ever. But I had forgotten that Germany always tries to compete. In this case, the well-known German film producer Bernd Eichinger was successful in producing even worse crap. Harte Jungs is stupid, not believable and predictable, and above all: not funny. It's almost a tragedy that so many kids went to see this in Germany (and, I'm afraid, also Austria).<br /><br />Tobias Schenke, 19, looks too nice to have no girlfriend and too ripe to be 15, and his character is too dumb to be true. Schenke tries real hard to make us believe that he doesn't know ANYthing about sex, but that doesn't help. Harte Jungs seems to be made by someone who watched Al Bundy and took him too seriously.<br /><br />The best actors in the movie are Sissi Perlinger and Stefan Jürgens who play Schenke's semi-liberal parents. Perlinger and Jürgens are stand-up comedians who are not particularly talented in movie acting. Still, their performances are the `best' and `funniest' in comparison.<br /><br />A complete failure.",negative,wow i think eskimo limon be the most awful and embarrass movie ever but i have forget that germany always try to compete in this case the german film producer bernd eichinger be successful in produce even worse crap harte jungs be stupid not believable and predictable and above all not funny it almost a tragedy that so many kid go to see this in germany and i afraid also austria br br tobias schenke look too nice to have no girlfriend and too ripe to be and his character be too dumb to be true schenke try real hard to make us believe that he do know anything about sex but that do help harte jungs seem to be make by someone who watch al bundy and take him too br br the best actors in the movie be sissi perlinger and stefan jürgens who play schenke parent perlinger and jürgens be comedians who be not particularly talented in movie act still their performances be the best and funniest in br br a complete failure
"I've been a classic horror fan my entire life. Many nights stretched until the early hours of the morning watching the Universal films on ""Horror Incorporated"" and ""Creature Feature Night"". Sadly, I viewed this film in the early evening and yet it still almost put me to sleep.<br /><br />I don't think I've ever seen a ""horror"" picture where everything was so matter of fact. Dr. Edelmann doesn't seem to believe in the supernatural, yet before long he's medically treating Dracula and watching Larry Talbot change into the Wolfman while hardly blinking an eye. He and Talbot discover the Frankenstein monster like it's an everyday occurrence. Edelmann is all fired up to bring the monster back to life, but after Talbot, Miliza and Nina protest he's like ""Aww, you're right. No big deal"". After realizing Dracula's treachery, he opens the Count's coffin to sunlight and POOF!, he's gone, just like that.<br /><br />The only person who didn't appear to just be phoning in her lines was Jane Adams as Nina. Her reward is getting bounced off the hump in her back into a pit by the Frankenstein Monster at the end of the film...and no one even tries to rescue her! She, Dr. Edelmann and the Monster all perish, while Talbot and Miliza casually leave the castle.<br /><br />Definitely the low point for Universal during it's classic horror years.",negative,i be a classic horror fan my entire life many nights stretch until the early hours of the morning watch the universal film on horror incorporate and creature feature night sadly i view this film in the early even and yet it still almost put me to br br i do think i ever see a horror picture where everything be so matter of fact edelmann do seem to believe in the supernatural yet before long he medically treat dracula and watch larry talbot change into the wolfman while hardly blink an eye he and talbot discover the frankenstein monster like it an everyday occurrence edelmann be all fire up to bring the monster back to life but after talbot miliza and nina protest he like aww you right no big deal after realize dracula treachery he open the count coffin to sunlight and poof he go just like br br the only person who do appear to just be phone in her line be jane adams as nina her reward be get bounce off the hump in her back into a pit by the frankenstein monster at the end of the film and no one even try to rescue her she edelmann and the monster all perish while talbot and miliza casually leave the br br definitely the low point for universal during it classic horror years
"This movie begins with a man who appears to be some sort of sports driver. He meets up with a gang which contains an arrogant boss, an obvious idiot, a fat boy who never speaks, and a woman who rotates between the three of them. The group which is called Satan's Angels, wants Rod, the driver, as their personal driver. He says no but then says yes after the authorities make him a spy to check on them. They rob a weapon shop in a ridiculously plot-missing scene. The scene involves the woman walking into the store with her long hair in a bun and large circular glasses on. She says she wants protection and wants the shopkeeper to load the gun to show her how. She then takes it from the shopkeeper and shoots him. The other three in the gang (excluding Rod) run into the store. They take everything off the walls and then proceed to play with it like children receiving their toys on Christmas Day.<br /><br />This movie surely wastes no precious screen time with a plot.",negative,this movie begin with a man who appear to be some sort of sport driver he meet up with a gang which contain an arrogant boss an obvious idiot a fat boy who never speak and a woman who rotate between the three of them the group which be call satan angels want rod the driver as their personal driver he say no but then say yes after the authorities make him a spy to check on them they rob a weapon shop in a ridiculously scene the scene involve the woman walk into the store with her long hair in a bun and large circular glass on she say she want protection and want the shopkeeper to load the gun to show her how she then take it from the shopkeeper and shoot him the other three in the gang exclude rod run into the store they take everything off the wall and then proceed to play with it like children receive their toy on christmas br br this movie surely waste no precious screen time with a plot
"I had seen this movie as a kid and loved it. I loved how spunky and full of energy Nikki is, and how she mostly ruins Louden's perfect yuppie life and corrupts him and turns him on to her crazy ways. As a kid in the 80's I saw New York exactly the way it was portrayed in this movie, the domain of Madonna's character, with wild animals running rampant and hideous bald men chasing people around and causing havoc. Now as an adult I find I love the movie for the same reasons, and even more so for the love story woven into the crazy antics of Ms. Nikki Finn. Although I would still love to go anywhere and find an indoor atrium like in this movie. Pure beauty and genius.",positive,i have see this movie as a kid and love it i love how spunky and full of energy nikki be and how she mostly ruin louden perfect yuppie life and corrupt him and turn him on to her crazy ways as a kid in the i saw new york exactly the way it be portray in this movie the domain of madonna character with wild animals run rampant and hideous bald men chase people around and cause havoc now as an adult i find i love the movie for the same reason and even more so for the love story weave into the crazy antic of nikki finn although i would still love to go anywhere and find an indoor atrium like in this movie pure beauty and genius
"I don't think I'll ever understand the hate for Renny Harlin. 'Die Hard 2' was cool, and he gave the world 'Cliffhanger', one of the most awesome action movies ever. That's right, you little punks, 'Cliffhanger' rules, and we all know it.<br /><br />Sly plays Gabe Walker, a former rescue climber who is 'just visiting' his old town when he is asked to help a former friend, Hal Tucker (Michael Rooker), assist in a rescue on a mountain peak. Walker obviously came back at a convenient time, because the stranded people are actually a sophisticated team of thieves led by Eric Qualen (John Lithgow). Qualen & co. have lost a whole lot of money they stole from the U.S. government somewhere in the Rocky Mountains and they really would like it back...<br /><br />Essentially, 'Cliffhanger' is another 'Die Hard' clone. Just trade in the confines of Nakatomi Plaza to the open mountain ranges of the Rocky Mountains, complete with scenes created to point out the weaknesses of our hero and keep him mortal. Naturally, that set up is totally ripped to shreds soon enough, as Stallone's character avoids quite a large number of bullets with ease, and slams face-first into several rock faces with no apparent side-effects. After all, isn't that what action movies are all about?<br /><br />'Cliffhanger' is one of the most exciting action movies around. A showcase of great scenes and stunts. One of the early stunts is one of the best stunts I've ever seen in a movie, and while the rest of the movie does not get any better than it did at the beginning, it maintains its action awesomeness. John Lithgow's lead villain is entertaining, and one bad dude. Quite possibly one of the coolest lead villains ever.<br /><br />'Cliffhanger' is easily one of Stallone's best efforts, definitely Renny Harlin's best effort, and a very exciting action movie - 9/10",positive,i do think i ever understand the hate for renny harlin hard be cool and he give the world one of the most awesome action movies ever that right you little punks rule and we all know br br sly play gabe walker a former rescue climber who be visit his old town when he be ask to help a former friend hal tucker michael rooker assist in a rescue on a mountain peak walker obviously come back at a convenient time because the strand people be actually a sophisticate team of thieve lead by eric qualen john lithgow qualen have lose a whole lot of money they steal from the government somewhere in the rocky mountains and they really would like it back br br essentially be another hard clone just trade in the confine of nakatomi plaza to the open mountain range of the rocky mountains complete with scenes create to point out the weaknesses of our hero and keep him mortal naturally that set up be totally rip to shred soon enough as stallone character avoid quite a large number of bullets with ease and slam into several rock face with no apparent after all be that what action movies be all about br br be one of the most excite action movies around a showcase of great scenes and stunt one of the early stunt be one of the best stunt i ever see in a movie and while the rest of the movie do not get any better than it do at the begin it maintain its action awesomeness john lithgow lead villain be entertain and one bad dude quite possibly one of the coolest lead villains br br be easily one of stallone best efforts definitely renny harlin best effort and a very excite action movie
"I checked this out at the Vancouver International Film Festival and was not impressed.<br /><br />The only area of the film I enjoyed was the commentary on film-making. For the most part, this film seemed random and somewhat fantastical (I don't say that in a complimentary way, however) and just silly. It was as if he was mixing fantasy with everyday life, which may sounds intriguing in some films, but the fantasy merely seemed needlessly perverse.<br /><br />My criticism of this film is not upon the actors, rather the story itself. I found it boring and narcissistic. I wanted my money back, but considering it was a Film Festival, that wasn't about to happen.",negative,i check this out at the vancouver international film festival and be not br br the only area of the film i enjoy be the commentary on for the most part this film seem random and somewhat fantastical i do say that in a complimentary way however and just silly it be as if he be mix fantasy with everyday life which may sound intrigue in some film but the fantasy merely seem needlessly br br my criticism of this film be not upon the actors rather the story itself i find it bore and narcissistic i want my money back but consider it be a film festival that be about to happen
"Back in the days before the Toxic Avenger, the low-camp kings at Troma Films tried to take the high (OK, somewhat-less-low) road of producing straight slasher pics. I'd like to think that viewing the results here is what convinced them to give up all pretension and go for self-conscious parody.<br /><br />Splatter University is another film for the masochists in the audience. As it meanders about through two separate casts and innumerable pointless subplots, it actually becomes painful to watch. Let's see if I can summarize.<br /><br />After learning that a dangerous psychopath has escaped from a local hospital, the action moves to a Catholic university (I don't recall the name, but in honor of the title, let's call it St. Splatter). The students are listless and sullen, and argue pettily with each other, slackers ahead of their time. Meanwhile, the new professor, Julie Parker, proves utterly incompetent at her job. The kids deal with relationships, infidelity, unwanted pregnancies, lecherous priests, and how to avoid doing any work in class; Julie deals with a creepy boyfriend, the inflexible administration at St. Splatter, counseling unwed mothers, and the blank, expressionless looks of her students. None of it means a darn thing or gets resolved in any meaningful way. Oh, and every once in a while, a POV shot comes along and stabs one of the girls to death, but don't hold your breath waiting for it. There's a Red Herring Killer, and then a sadly anticlimactic confrontation with the Real Killer, then it's back to the asylum and roll credits.<br /><br />The slow pace and numerous inane subplots seem almost calculated to produce a mounting sense of frustration in the viewer, which is helped along by choppy editing, coffee-can sound quality, and dialog that just doesn't make any sense. And the most agonizing thing about this movie is the killer's fixation on women - the men in this movie are just so deserving. I'd've paid good money to see someone off the jerk with the pregnant girlfriend, or the lunkhead Lothario who was fooling around with his girlfriend's roommate, or any of the creepy priests. There ain't no justice.",negative,back in the days before the toxic avenger the kings at troma film try to take the high ok road of produce straight slasher pics i like to think that view the result here be what convince them to give up all pretension and go for br br splatter university be another film for the masochists in the audience as it meander about through two separate cast and innumerable pointless subplots it actually become painful to watch let see if i can br br after learn that a dangerous psychopath have escape from a local hospital the action move to a catholic university i do recall the name but in honor of the title let call it splatter the students be listless and sullen and argue pettily with each other slackers ahead of their time meanwhile the new professor julie parker prove utterly incompetent at her job the kid deal with relationships infidelity unwanted pregnancies lecherous priests and how to avoid do any work in class julie deal with a creepy boyfriend the inflexible administration at splatter counsel unwed mother and the blank expressionless look of her students none of it mean a darn thing or get resolve in any meaningful way oh and every once in a while a pov shoot come along and stab one of the girls to death but do hold your breath wait for it there a red herring killer and then a sadly anticlimactic confrontation with the real killer then it back to the asylum and roll br br the slow pace and numerous inane subplots seem almost calculate to produce a mount sense of frustration in the viewer which be help along by choppy edit sound quality and dialog that just do make any sense and the most agonize thing about this movie be the killer fixation on women the men in this movie be just so deserve pay good money to see someone off the jerk with the pregnant girlfriend or the lunkhead lothario who be fool around with his girlfriend roommate or any of the creepy priests there ai no justice
"I got to say that Uma Thurman is the sexiest woman on the planet. this movie was uber cute and I mean uber cute. It had all the ""sex"" content that most Ivan Reitman comedies have but with something a lil extra, CHEMISTRY. Uma and Luke both have this awkrawrd but believable chemistry that seem to transcend in each scene . Both seem to create this odd, twisted and interesting relationship with powerful ""sexual"" tension that you laugh until you can't feel your face anymore. Anna Farris and the rest of the supporting cast seem to play off each other's roles perfectly and even Wanda Sykes' rather small role will keep you laughing. Though these kind of comedies aren't for everybody, but I have to say I went with a person that doesn't usually enjoy these films and he was laughing like crazy. This movie is certainly not for everyone. especially younger children since some moments are little too...well lets say ADULT for younger viewers. All in all I was pleasantly surprised by this movie, tough the ending I found was a little weak compared to the rest of the film. (3 1/2* out of 5*)",positive,i get to say that uma thurman be the sexiest woman on the planet this movie be uber cute and i mean uber cute it have all the sex content that most ivan reitman comedies have but with something a lil extra chemistry uma and luke both have this awkrawrd but believable chemistry that seem to transcend in each scene both seem to create this odd twist and interest relationship with powerful sexual tension that you laugh until you ca feel your face anymore anna farris and the rest of the support cast seem to play off each other roles perfectly and even wanda sykes rather small role will keep you laugh though these kind of comedies be for everybody but i have to say i go with a person that do usually enjoy these film and he be laugh like crazy this movie be certainly not for everyone especially younger children since some moments be little too well let say adult for younger viewers all in all i be pleasantly surprise by this movie tough the end i find be a little weak compare to the rest of the film out of
"Just when I thought I would finish a whole year without giving a single movie a ""Bomb"" rating, a friend brought this notorious turd to my house last night. I feared the worst knowing its reputation, and it was as God-awful as I'd anticipated. This is a Mexican-made mess, dubbed into English, and produced by K. Gordon Murray. It's got terrible sets and effects, and features a rather frightening Santa who doesn't operate at the North Pole, but instead from a cloud in outer space, and who doesn't have little elves helping him make his toys but rather all different groups of children from practically every country there is. The opening sequence, where St. Nick chuckles heartily as he observes monitors showing all these kiddies working hard while singing terrible holiday songs in a variety of languages, seems to go on forever, and with no story. Obviously, THIS Santa Claus doesn't observe the child labor laws!<br /><br />Eventually we get some nasty and slinky red-suited apprentice of the devil himself traveling from hell to Earth, just to make little kids naughty and turn Santa's Christmas Eve rounds into a nightmare. Watching this movie is a trippy and twisted experience, and it's bound to frighten little children and turn them off Santa Claus and the holidays forever. Oddly, the name of Jesus Christ is mentioned often in this Christmas film, which somehow makes it all the creepier in the context of all the bizarre things that are going on. This easily makes my personal list of the ""Worst Movie I've Ever Seen"", but I'm sure that's nothing unique.",negative,just when i think i would finish a whole year without give a single movie a bomb rat a friend bring this notorious turd to my house last night i fear the worst know its reputation and it be as as i anticipate this be a mess dub into english and produce by gordon murray it get terrible set and effect and feature a rather frighten santa who do operate at the north pole but instead from a cloud in outer space and who do have little elves help him make his toy but rather all different group of children from practically every country there be the open sequence where nick chuckle heartily as he observe monitor show all these kiddies work hard while sing terrible holiday songs in a variety of languages seem to go on forever and with no story obviously this santa claus do observe the child labor laws br br eventually we get some nasty and slinky apprentice of the devil himself travel from hell to earth just to make little kid naughty and turn santa christmas eve round into a nightmare watch this movie be a trippy and twist experience and it bind to frighten little children and turn them off santa claus and the holiday forever oddly the name of jesus christ be mention often in this christmas film which somehow make it all the creepier in the context of all the bizarre things that be go on this easily make my personal list of the worst movie i ever see but i sure that nothing unique
"What you bring to the movie influences your view of it. I brought 30 years in the Air Force to this, and every time I see it I am moved by the ending. Would a youngster of 15 who's spent their life flying in jets feel the same way? Yet, I can only just its impact on me. <br /><br />Jimmy Stewart gives a wonderful turn as--Jimmy Stewart. Considering he was a pilot, and an Air Force Reserve General, he probably comes as close to being an expert on how a pilot would act as any man alive. One can't fault his delivery, or his acting. He IS a pilot BEING a pilot, that's enough.<br /><br />---Spoilers---<br /><br />It's the final minutes of the film that continue to grip my heart. Lindbergh has been flying without radio communication and has no idea if anyone is even expecting him. When he flies into the Paris airport, the uncertainty of the landing field draws you in. What is it below? Those shifting circles that look like cobblestones or a field of corn, must make you wonder, is he in the right place? They go on and on, streaming past his vision until he gets low enough and see that in the Paris night, what he was seeing was the light of the city reflecting off the upturned faces of the THOUSANDS of people waiting for him to land.",positive,what you bring to the movie influence your view of it i bring years in the air force to this and every time i see it i be move by the end would a youngster of who spend their life fly in jet feel the same way yet i can only just its impact on me br br jimmy stewart give a wonderful turn as jimmy stewart consider he be a pilot and an air force reserve general he probably come as close to be an expert on how a pilot would act as any man alive one ca fault his delivery or his act he be a pilot be a pilot that br br br br it the final minutes of the film that continue to grip my heart lindbergh have be fly without radio communication and have no idea if anyone be even expect him when he fly into the paris airport the uncertainty of the land field draw you in what be it below those shift circle that look like cobblestone or a field of corn must make you wonder be he in the right place they go on and on stream past his vision until he get low enough and see that in the paris night what he be see be the light of the city reflect off the upturned face of the thousands of people wait for him to land
"I have a letter from Ms. Knight, who went to college with my older sister. In it, she tells of the hardships of making this film. She, herself, was pregnant--an interesting conjunction with the movie's plot--and the novice director was unsure, fairly green, and having great difficulties with all the decisions, logistics, etc. They were on the move all the time, and it was a very difficult shoot. <br /><br />The film, however, with a strong debut for James Caan, remains effective and affecting. It's a great showcase for the talent that Ms. Knight has demonstrated her entire career--on television, in movies and on the stage, where she won the Tony for ""Kennedy's Children.""<br /><br />This film has aged well.",positive,i have a letter from knight who go to college with my older sister in it she tell of the hardships of make this film she herself be pregnant an interest conjunction with the movie plot and the novice director be unsure fairly green and have great difficulties with all the decisions logistics etc they be on the move all the time and it be a very difficult shoot br br the film however with a strong debut for jam caan remain effective and affect it a great showcase for the talent that knight have demonstrate her entire career on television in movies and on the stage where she win the tony for kennedy children br br this film have age well
"Indian Directors have it tough, They have to compete with movies like ""Laggan"" where 11 henpecked,Castrated males defend their village and half of them are certifiable idiots. ""Devdas"", a hapless, fedar- festooned foreign return drinking to oblivion, with characters running in endless corridors oblivious to any one's feelings or sentiments-alas they live in an ornate squalor of red tapestry and pageantry. But to make a good movie, you have to tight-rope walk to appease the frontbenchers who are the quentessential gapers who are mesmerized with Split skirts and Dishum-Dishum fights preferably involving a nitwit ""Bollywood"" leading actor who is marginally handsome. So you can connect with a director who wants to tell a tale of Leonine village head who in own words ""defending his Village"" this is considered a violent movie or too masculine for a male audience. There are very few actors who can convey the anger and pathos like Nana Patekar (Narasimhan). Nana Patekar lets you in his courtyard and watch him beret and mock the Politician when his loyal admirers burst in laughter with every word of satire thrown at him, meanwhile his daughter is bathing his Grandson.This is as authentic a scene you can get in rural India. Nana Patekar is the essential actor who belongs to the old school of acting which is a disappearing breed in Hindi Films. The violence depicted is an intricate part of storytelling with Song&Dances thrown in for the gawkers without whom movies won't sell, a sad but true state of affairs. Faster this changes better for ""Bollywood"". All said and done this is one good Movie.",positive,indian directors have it tough they have to compete with movies like laggan where henpecked castrate males defend their village and half of them be certifiable idiots devdas a hapless festoon foreign return drink to oblivion with character run in endless corridors oblivious to any one feelings or they live in an ornate squalor of red tapestry and pageantry but to make a good movie you have to walk to appease the frontbenchers who be the quentessential gapers who be mesmerize with split skirt and fight preferably involve a nitwit bollywood lead actor who be marginally handsome so you can connect with a director who want to tell a tale of leonine village head who in own word defend his village this be consider a violent movie or too masculine for a male audience there be very few actors who can convey the anger and pathos like nana patekar narasimhan nana patekar let you in his courtyard and watch him beret and mock the politician when his loyal admirers burst in laughter with every word of satire throw at him meanwhile his daughter be bath his be as authentic a scene you can get in rural india nana patekar be the essential actor who belong to the old school of act which be a disappear breed in hindi film the violence depict be an intricate part of storytelling with song dance throw in for the gawkers without whom movies wo sell a sad but true state of affairs faster this change better for bollywood all say and do this be one good movie
"A charming movie enhanced by the musical and vocal background, especially during the competition. My understanding is that there was never a soundtrack but could you, through your sources, advise me where I might get information on the singer and the likelihood of getting a copy of the song he sang. Your help would be appreciated. The song really touched me and my wife and we would like to secure a copy wherever possible so that we might play it as background music when we have our family and friends over for our ""Italian Nights"". If you are able to get this information to us we would be eternally grateful. Even if you can advise of the studio contact so that we might go direct.<br /><br />Regards,<br /><br />John Payling",positive,a charm movie enhance by the musical and vocal background especially during the competition my understand be that there be never a soundtrack but could you through your source advise me where i might get information on the singer and the likelihood of get a copy of the song he sing your help would be appreciate the song really touch me and my wife and we would like to secure a copy wherever possible so that we might play it as background music when we have our family and friends over for our italian nights if you be able to get this information to us we would be eternally grateful even if you can advise of the studio contact so that we might go br br regard br br john payling
"This is the best movie I`ve ever seen !!! Thomas Beckett & Richard Miller -two mankinds who want to survive in the ""jungle"" of violence and madnes, one shot - one killed !!? You must kill, if you getting doubt about something, YOU MUST SURVIVE !!<br /><br />P.P.- I appologise of my bad / worst/ English !!!",positive,this be the best movie i ve ever see thomas beckett richard miller mankinds who want to survive in the jungle of violence and madnes one shoot one kill you must kill if you get doubt about something you must survive br br i appologise of my bad english
"I thought that Mr. Dreyfuss was perfect for his role as the actor and the dictator. His co-star, Mr. Julia, played his role equally as perfect. It was interesting to see how reluctant Richard Dreyfuss was in replacing the dictator against his will. But he became more confident and comfortable with the role as time passed. Since everything happens for a reason in life, I believe he was forced to replace the dictator because he was meant to stay there for over the year that he did. I'm guessing that he stayed because he was supposed to see how good his life was compared to the poverty he witnessed in Parador. I think he took too many things for granted in life and he needed to get a serious reality check by remaining in that country for as long as he did.<br /><br />But........... anyways........... this is why I gave this film a 7 out of 10.",positive,i think that dreyfuss be perfect for his role as the actor and the dictator his julia play his role equally as perfect it be interest to see how reluctant richard dreyfuss be in replace the dictator against his will but he become more confident and comfortable with the role as time pass since everything happen for a reason in life i believe he be force to replace the dictator because he be mean to stay there for over the year that he do i guess that he stay because he be suppose to see how good his life be compare to the poverty he witness in parador i think he take too many things for grant in life and he need to get a serious reality check by remain in that country for as long as he br br but anyways this be why i give this film a out of
"I don't want to spoil the movie for anyone, but, this mimics life's reality in so many ways, and, if you are really honest with yourself, you will resonate with it in agreement in at least a few of the scenes.<br /><br />The acting is not only believable, but convincing in a way that endears one to the characters. Moreover, it's funny, without trying too hard at it.<br /><br />And, yes, I truly believe a sequel is warranted, here. See the movie, you'll understand why.<br /><br />Highly recommended, especially if you like movies that have a real message.",positive,i do want to spoil the movie for anyone but this mimic life reality in so many ways and if you be really honest with yourself you will resonate with it in agreement in at least a few of the br br the act be not only believable but convince in a way that endear one to the character moreover it funny without try too hard at br br and yes i truly believe a sequel be warrant here see the movie you understand br br highly recommend especially if you like movies that have a real message
